x,y,z,count
-160.534,-294.321,-129.151,117
249.886,545.265,143.963,91
165.539,324.586,-316.029,104
6.1221,-432.581,110.868,112
156.527,373.935,439.123,73
75.247,574.072,-198.487,52
-225.937,-217.017,281.923,58
159.553,-107.631,-509.807,88
-343.997,-126.446,125.733,122
-141.663,-347.262,-74.6552,126
312.799,-91.3375,-440.192,73
-274.337,-262.597,81.9684,106
343.455,-116.688,-432.439,71
202.293,102.085,462.849,83
-228.165,327.493,-180.173,114
-89.1958,519.351,244.989,71
182.316,-121.485,-220.398,84
-506.037,177.977,287.106,97
254.278,409.565,-323.17,76
-386.497,119.105,54.3632,95
-42.6135,-165.58,-428.189,91
-34.7123,-337.475,422.943,127
364.54,-139.959,14.4683,112
-417.919,142.067,406.243,90
35.1446,-111.826,516.82,95
469.347,39.287,201.497,123
93.7352,395.651,68.4861,108
73.0654,-446.797,-332.915,58
-389.915,278.017,103.973,102
-390.877,0.0228735,-218.139,113
-233.643,-376.849,226.007,77
139.08,495.304,239.472,65
321.603,14.9333,507.887,53
137.042,505.014,-295.545,57
-158.68,-295.62,440.406,93
346.693,-274.44,-343.69,69
374.274,-274.242,324.076,70
-308.289,-287.604,250.511,85
-49.7669,-207.715,414.8,109
208.107,-371.715,319.675,100
78.7608,512.428,128.119,65
-141.681,347.924,-346.573,115
-85.5674,287.979,-105.855,115
-360.669,-107.552,-400.946,83
-271.448,-14.3715,391.513,112
110.766,-381.319,-451.073,127
36.7232,560.337,-176.161,59
-557.472,-164.006,137.18,75
-379.556,-233.657,266.926,96
-45.4744,-616.665,19.294,14
393.888,216.013,328.151,98
-0.0419735,108.589,-206.701,81
-199.941,270.055,482.336,106
-217.364,487.924,-221.885,86
-270.077,105.511,138.908,93
200.906,161.828,-484.592,75
-436.104,161.238,138.232,108
-60.7101,-398.882,272.505,106
515.241,74.4214,174.909,85
261.979,-430.024,132.558,138
388.755,61.1342,27.5055,115
114.305,187.689,458.067,117
111.418,-325.883,339.366,103
-162.655,145.679,306.166,112
198.146,-35.7554,548.312,60
23.5732,141.873,-443.021,130
-397.462,210.406,-394.831,68
-14.3946,-24.9974,223.998,95
178.053,318.494,-445.213,119
133.25,-303.953,-469.923,126
15.1147,378.541,-56.5611,103
94.147,436.277,-263.07,73
90.3597,289.067,113.174,114
235.449,264.931,315.653,74
503.154,-45.5494,-272.692,213
44.7581,225.153,-270.695,102
-234.435,99.6151,-438.28,114
-92.0804,-48.0654,-399.933,133
44.4647,31.7982,326.339,101
170.07,413.909,-113.759,116
-455.676,184.693,-63.0275,76
245.613,-112.78,20.8679,105
-294.26,-324.332,-191.736,97
-7.1392,242.451,254.846,103
-136.791,-309.133,-508.349,137
-481.435,311.349,15.5896,54
471.351,188.188,301.702,101
228.504,-27.5681,-394.072,91
205.904,150.02,-443.414,98
186.031,11.829,-256.779,125
206.945,147.099,-329.489,98
10.3325,121.504,583.161,89
24.5622,387.052,444.56,153
-305.556,-399.937,266.373,77
176.026,-40.1724,-425.838,68
-122.587,207.393,-253.511,109
100.733,112.72,-436.893,144
263.031,250.636,-173.736,99
312.997,142.306,28.0208,121
151.953,259.853,153.653,119
-129.121,-47.696,395.835,81
484.798,211.46,-131.691,80
48.8296,-497.893,-30.683,72
282.108,-67.0283,-311.104,110
-524.07,-178.917,-48.6129,85
-163.646,29.1247,369.736,72
410.333,131.423,-302.701,124
-388.531,-23.9539,345.974,115
-381.678,194.959,66.4948,77
200,496.118,23.3244,114
-140.22,554.777,-67.8469,85
142.726,396.708,-94.7473,116
-79.8487,-54.8185,-36.6532,102
-414.784,280.288,-130.218,77
76.3679,-375.917,284.601,110
-307.851,120.547,-329.361,91
-253.516,547.594,-102.671,91
-238.245,-363.185,-341.35,83
420.759,-64.6358,-37.694,95
-87.5991,287.594,317.823,116
-301.115,-487.908,173.21,84
169.78,329.39,-107.266,97
-87.2328,-52.5712,-598.389,59
175.629,-512.958,78.2439,111
-209.276,-11.0197,322.929,96
-10.2303,-321.632,-438.985,158
259.91,39.1346,442.334,111
-314.807,-145.146,9.78492,112
90.4336,-573.396,122.332,65
141.098,417.913,-63.0779,109
